Record_ID,Date,Store_Location,Region,Total_Waste_Generated_kg,Waste_Recycled_kg,Waste_Landfill_kg,Waste_Composted_kg,Hazardous_Waste_kg,Waste_Recycling_Rate_%,Water_Usage_liters,Water_Recycled_liters,Energy_Consumption_kwh,Renewable_Energy_kwh,Carbon_Emissions_kg_co2,Waste_Category,Disposal_Method,Compliance_Status,Performance_Score,Data_Quality_Score,Month,Day_Type,Quarter
14301,2023-02-17,Store_048,East,816.09,652.8720000000001,1635.36,995.57,432.09,91.16,39591.34,33217.73,2211.63,1134.15,2872.82,Packaging,Recycling,Partial,80.9,85.8,2,Weekday,Q1
8587,2023-02-17,Store_028,East,2382.98,2300.34,432.25,1263.8,26.32,42.79,43718.58,41789.28,5147.13,7882.77,286.48,Food,Recycling,Partial,79.3,97.7,2,Weekday,Q1
3822,2023-02-18,Store_018,South,2842.75,2274.2000000000003,1441.85,888.46,392.85,85.39,1393.09,27665.34,2126.52,68.17,4097.14,Packaging,Composting,Compliant,80.1,93.8,2,Weekend,Q1
7882,2023-02-18,Store_026,Central,3845.48,2502.32,679.94,129.28,42.52,47.46,42301.0,35274.51,12161.02,6545.46,805.06,Packaging,Recycling,Compliant,90.7,83.5,2,Weekend,Q1
19323,2023-02-18,Store_025,South,2261.59,1809.2720000000002,1132.77,1425.57,63.64,52.15,3958.15,4745.16,13385.05,6987.8,2683.31,Food,Recycling,Partial,51.4,92.2,2,Weekend,Q1
6585,2023-02-18,Store_028,North,4744.64,3056.0,1821.9,1019.85,369.51,80.02,47956.86,11912.3,3945.93,6228.85,1967.38,Packaging,Landfill,Compliant,99.4,94.1,2,Weekend,Q1
10254,2023-02-18,Store_030,West,4935.01,1816.1,1188.26,39.68,303.08,63.55,1093.12,34159.37,1780.65,2277.22,200.19,Plastic,Incineration,Compliant,76.1,84.0,2,Weekend,Q1
3264,2023-02-18,Store_040,North,1173.21,938.5680000000001,1999.81,3.19,344.67,83.48,8152.72,16704.46,9024.02,4507.51,3293.05,Packaging,Landfill,Compliant,80.4,78.9,2,Weekend,Q1
2752,2023-02-18,Store_029,West,1078.6,676.91,194.71,1494.39,67.84,30.78,46366.57,34712.8,13852.6,11753.98,4323.51,Paper,Landfill,Partial,73.8,83.4,2,Weekend,Q1
16550,2023-02-18,Store_017,South,3803.97,3578.72,1488.85,1567.88,178.64,74.62,2186.04,27016.76,3384.86,1530.17,1568.16,Paper,Recycling,Compliant,92.2,93.4,2,Weekend,Q1
12825,2023-02-18,Store_037,Central,3685.67,3616.52,423.86,1656.45,222.11,76.95,24442.53,35044.27,12426.09,5586.53,2782.99,Food,Recycling,Compliant,91.8,99.1,2,Weekend,Q1
18476,2023-02-18,Store_048,Central,2717.04,2173.632,2803.59,1320.36,114.65,43.61,44365.16,23580.42,8745.02,6571.2,1065.18,Food,Composting,Compliant,96.7,89.4,2,Weekend,Q1
12495,2023-02-18,Store_008,West,2324.53,1859.6240000000003,134.75,321.64,61.26,64.08,32226.63,1895.68,1505.58,7168.2,3815.6,Food,Landfill,Compliant,87.1,76.4,2,Weekend,Q1
17629,2023-02-18,Store_031,West,1682.67,1346.1360000000002,184.08,1347.62,472.65,72.71,13075.49,20321.59,2636.96,4923.9,4183.27,Paper,Composting,Compliant,79.5,75.3,2,Weekend,Q1
15531,2023-02-18,Store_039,North,4891.8,3701.77,984.63,1839.3,467.83,79.31,42238.3,11759.28,6118.47,6471.6,717.65,Packaging,Recycling,Compliant,55.3,92.5,2,Weekend,Q1
13712,2023-02-18,Store_036,North,4285.76,1012.47,600.87,704.63,436.43,67.66,31755.1,32521.37,13872.14,1675.7,261.57,Packaging,Incineration,Compliant,93.9,80.2,2,Weekend,Q1
7290,2023-02-18,Store_022,South,4896.03,4424.44,177.24,222.12,205.13,34.85,43192.91,32890.12,13491.15,11993.34,864.16,Paper,Landfill,Compliant,84.7,84.5,2,Weekend,Q1
5288,2023-02-18,Store_035,West,3110.93,1361.96,2473.76,1769.97,36.0,92.98,39742.0,7428.14,708.86,3521.3,1224.09,Packaging,Incineration,Partial,54.2,76.2,2,Weekend,Q1
15333,2023-02-18,Store_042,South,907.2,712.92,2264.71,1935.71,52.94,85.16,49131.89,44801.34,1209.51,9976.63,4669.82,Packaging,Composting,Compliant,89.0,95.2,2,Weekend,Q1
15506,2023-02-18,Store_041,North,4754.72,3644.93,594.86,1991.97,454.13,54.9,41008.84,10443.43,7677.92,11707.76,3584.37,Paper,Recycling,Compliant,68.3,95.1,2,Weekend,Q1
355,2023-02-18,Store_049,North,1552.25,1075.62,2716.15,989.36,393.76,86.49,40683.44,38548.81,7082.42,2278.72,4436.16,Paper,Recycling,Non-Compliant,85.5,94.1,2,Weekend,Q1
8262,2023-02-18,Store_045,East,360.91,288.728,1868.06,1196.23,103.83,49.99,5910.44,44659.37,14927.94,10094.71,479.05,Packaging,Composting,Non-Compliant,54.2,80.6,2,Weekend,Q1
2044,2023-02-18,Store_032,North,4480.52,1653.1,1643.67,800.67,402.65,25.81,41271.79,4127.18,10789.31,8100.3,739.93,Packaging,Composting,Partial,56.4,86.3,2,Weekend,Q1
13490,2023-02-18,Store_023,South,2149.3,2120.22,2121.82,765.81,199.93,45.45,9024.25,16254.45,663.5,4039.43,175.66,Packaging,Composting,Compliant,50.6,82.2,2,Weekend,Q1
10465,2023-02-18,Store_008,East,3339.14,2671.312,2433.06,427.97,61.05,20.73,20941.11,19986.43,6991.47,1181.69,4414.32,Plastic,Recycling,Compliant,61.5,75.9,2,Weekend,Q1
1402,2023-02-18,Store_010,East,3344.65,2675.7200000000003,413.08,634.57,8.71,64.25,40740.39,2553.95,13637.76,8778.48,4822.82,Packaging,Composting,Compliant,70.3,97.4,2,Weekend,Q1
18691,2023-02-18,Store_028,Central,4710.51,1652.89,1655.67,1393.39,250.52,61.52,25890.06,40510.6,7717.59,7932.69,2487.39,Food,Recycling,Compliant,96.6,81.6,2,Weekend,Q1
9737,2023-02-18,Store_037,East,4793.74,2481.38,2827.64,1164.86,193.55,45.81,40780.71,1778.48,2145.68,4631.0,3211.28,Packaging,Recycling,Non-Compliant,72.2,92.7,2,Weekend,Q1
17942,2023-02-18,Store_038,Central,1352.04,1081.632,2185.92,970.9,493.94,81.21,5301.65,24927.52,2420.66,1530.03,4399.23,Packaging,Composting,Non-Compliant,93.4,85.3,2,Weekend,Q1
1430,2023-02-18,Store_018,West,4597.32,2133.65,900.01,25.2,334.3,64.7,20117.21,33581.47,8067.81,11248.44,4996.99,Plastic,Recycling,Compliant,59.0,80.6,2,Weekend,Q1
5456,2023-02-18,Store_011,Central,1029.13,823.3040000000001,362.0,447.3,200.73,24.42,42283.98,23375.09,12499.52,10828.04,147.74,Packaging,Landfill,Compliant,71.7,99.5,2,Weekend,Q1
8724,2023-02-18,Store_026,South,430.05,344.04,2862.72,186.42,297.71,85.11,6528.16,21404.75,12855.69,4668.93,2172.6,Plastic,Composting,Non-Compliant,54.9,96.0,2,Weekend,Q1
16487,2023-02-18,Store_042,West,3082.98,971.07,603.91,329.3,289.24,93.31,1405.45,17916.18,11180.13,1139.69,4280.99,Packaging,Incineration,Compliant,68.1,90.6,2,Weekend,Q1
8441,2023-02-18,Store_048,East,4817.92,1047.19,382.89,1221.18,390.61,31.66,39278.65,37805.23,6580.44,9856.96,364.74,Plastic,Landfill,Compliant,54.5,87.8,2,Weekend,Q1
13205,2023-02-18,Store_001,Central,1137.06,909.648,2304.91,230.71,428.86,70.94,16132.32,21516.73,7122.7,4157.6,2982.01,Paper,Recycling,Compliant,62.9,79.8,2,Weekend,Q1
5508,2023-02-18,Store_005,Central,1212.49,969.9920000000001,2487.57,1180.65,104.93,87.71,18725.26,41427.67,4789.26,6397.98,2826.53,Paper,Composting,Partial,80.8,86.6,2,Weekend,Q1
15101,2023-02-18,Store_013,East,2842.42,1860.72,1833.96,1046.15,380.89,65.36,12436.29,17754.78,849.61,7400.13,3779.9,Packaging,Composting,Partial,83.1,98.8,2,Weekend,Q1
7499,2023-02-18,Store_026,Central,4987.89,2689.28,1307.07,1181.11,275.91,64.79,30463.09,43418.52,8411.94,7719.96,4804.47,Food,Composting,Compliant,89.4,90.2,2,Weekend,Q1
9869,2023-02-18,Store_011,East,964.04,771.232,2009.12,1230.48,6.43,44.95,33760.54,38663.26,4454.39,6323.64,1700.4,Packaging,Composting,Compliant,62.5,75.4,2,Weekend,Q1
9619,2023-02-18,Store_038,North,2012.51,1567.39,568.02,1472.8,6.37,43.3,35539.33,34609.84,1191.83,9575.62,2745.08,Food,Recycling,Non-Compliant,68.7,79.7,2,Weekend,Q1
17015,2023-02-18,Store_018,Central,3484.85,370.72,2983.55,767.29,220.34,54.65,15121.92,42808.8,5382.57,7484.28,4014.0,Packaging,Landfill,Compliant,55.8,94.9,2,Weekend,Q1
18695,2023-02-18,Store_005,East,2857.5,2540.29,2883.6,1025.32,440.37,55.75,40124.55,27717.52,9932.2,819.27,1702.61,Food,Recycling,Non-Compliant,73.2,96.3,2,Weekend,Q1
4898,2023-02-18,Store_021,North,4588.07,3138.8,2419.15,495.4,379.56,63.13,6497.04,4464.52,12792.23,8229.45,734.72,Paper,Composting,Partial,54.2,81.6,2,Weekend,Q1
364,2023-02-18,Store_041,West,330.28,46.63,859.76,1937.61,435.64,24.45,46584.15,21461.44,2314.85,8543.14,1351.65,Food,Landfill,Compliant,80.1,81.8,2,Weekend,Q1
12348,2023-02-18,Store_007,Central,2686.49,1908.37,1688.88,65.0,156.05,73.8,36617.81,1480.69,8752.72,11433.58,1541.35,Paper,Recycling,Compliant,83.4,94.3,2,Weekend,Q1
10586,2023-02-18,Store_035,West,2522.62,291.15,1604.24,81.87,296.4,76.54,20543.48,21248.46,10115.4,5564.55,3076.68,Paper,Recycling,Compliant,89.3,78.0,2,Weekend,Q1
12146,2023-02-18,Store_033,South,4566.01,3847.82,1598.42,136.0,5.11,66.82,11314.48,20175.79,4933.12,893.25,3660.16,Packaging,Recycling,Compliant,65.9,89.6,2,Weekend,Q1
9082,2023-02-18,Store_027,West,3041.03,2432.824,2148.56,1241.78,450.11,57.72,45218.57,11671.84,9009.37,5619.32,4586.46,Paper,Composting,Non-Compliant,94.6,85.6,2,Weekend,Q1
16020,2023-02-18,Store_008,Central,3214.39,1521.37,142.53,738.88,157.3,72.55,18630.69,11302.8,6128.84,3102.03,2602.75,Plastic,Landfill,Compliant,70.0,97.5,2,Weekend,Q1
10077,2023-02-18,Store_048,South,4035.76,3171.16,2261.57,1929.01,275.7,37.33,15954.45,20635.56,2336.15,7262.87,4660.33,Packaging,Recycling,Compliant,63.0,82.7,2,Weekend,Q1
9056,2023-02-18,Store_040,North,1820.85,809.14,478.11,1939.12,431.59,23.1,48082.81,14056.89,13312.57,5971.49,1344.83,Paper,Composting,Non-Compliant,72.8,91.5,2,Weekend,Q1
9167,2023-02-18,Store_009,West,2515.62,1600.18,1234.43,682.74,147.04,59.99,45916.63,8956.72,14425.91,643.1,3172.88,Packaging,Incineration,Compliant,70.4,90.6,2,Weekend,Q1
11480,2023-02-18,Store_011,North,2800.73,2240.5840000000003,2720.16,573.41,44.25,41.44,45086.68,26209.26,3586.43,9500.59,4478.03,Packaging,Recycling,Partial,61.3,85.9,2,Weekend,Q1
5808,2023-02-18,Store_050,Central,3080.01,998.13,1331.02,1900.49,382.58,88.76,46692.51,37887.75,2324.4,6238.97,3011.12,Paper,Recycling,Compliant,58.8,98.4,2,Weekend,Q1
6620,2023-02-18,Store_049,Central,4923.41,3970.81,258.62,1048.25,270.17,80.77,7676.91,33736.41,1569.65,9392.07,4038.35,Plastic,Recycling,Compliant,87.9,91.5,2,Weekend,Q1
1759,2023-02-18,Store_048,West,2740.53,2192.4240000000004,2446.43,1955.54,407.47,24.98,5652.12,28735.78,7280.92,10467.83,2157.38,Food,Landfill,Partial,91.4,76.0,2,Weekend,Q1
17541,2023-02-18,Store_039,South,1941.52,941.4,2060.67,564.81,213.15,62.34,32616.63,26400.5,10014.99,4275.4,2268.57,Packaging,Recycling,Compliant,54.3,88.3,2,Weekend,Q1
250,2023-02-18,Store_020,South,4098.72,470.76,1513.84,562.37,17.87,21.92,43555.91,8379.48,13455.01,5785.59,3531.2,Packaging,Landfill,Compliant,77.5,81.3,2,Weekend,Q1
912,2023-02-18,Store_026,West,3423.46,2738.768,1279.48,1137.7,85.86,53.15,30330.38,24546.42,9804.0,9930.59,1905.91,Plastic,Landfill,Partial,61.0,89.9,2,Weekend,Q1
11559,2023-02-19,Store_040,North,4053.6,971.56,2644.36,664.77,164.69,69.13,31478.02,4085.17,1641.94,10280.98,3846.77,Packaging,Recycling,Compliant,81.8,92.7,2,Weekend,Q1
6392,2023-02-19,Store_045,North,325.82,260.656,910.83,1519.18,226.82,88.39,21399.26,15935.2,2706.65,6855.82,1192.75,Food,Recycling,Compliant,69.2,76.2,2,Weekend,Q1
2541,2023-02-19,Store_020,South,3663.74,186.18,974.2,1280.73,465.82,28.4,30220.15,20007.29,3792.45,7748.85,4040.55,Packaging,Recycling,Partial,81.7,91.3,2,Weekend,Q1
8542,2023-02-19,Store_012,South,2900.99,1296.71,55.28,259.6,25.33,46.6,19534.96,1788.26,3559.6,2747.05,4875.0,Paper,Recycling,Compliant,79.9,92.9,2,Weekend,Q1
8839,2023-02-19,Store_050,North,1317.11,1053.6879999999999,190.22,750.98,244.23,35.56,43354.03,7612.96,4883.2,6888.34,2201.83,Plastic,Recycling,Partial,93.4,87.6,2,Weekend,Q1
6154,2023-02-19,Store_012,West,724.51,579.6080000000001,616.43,293.68,325.34,48.2,35993.0,9704.94,11008.65,9831.59,703.7,Packaging,Recycling,Compliant,50.9,93.8,2,Weekend,Q1
9638,2023-02-19,Store_011,North,2306.67,2036.5,440.92,157.77,302.21,55.25,8613.5,259.99,4364.41,9062.26,379.81,Packaging,Landfill,Non-Compliant,68.2,77.6,2,Weekend,Q1
14959,2023-02-19,Store_008,South,448.73,358.98400000000004,2502.31,1542.78,72.04,36.2,10067.98,17177.89,2731.87,8149.49,3586.1,Paper,Composting,Compliant,86.5,86.4,2,Weekend,Q1
4012,2023-02-19,Store_020,East,2363.65,1890.92,2759.0,162.01,276.8,22.2,14546.31,30932.62,1310.5,11802.33,3771.83,Plastic,Recycling,Compliant,95.4,85.2,2,Weekend,Q1
3499,2023-02-19,Store_023,North,4339.16,727.15,636.43,1163.15,463.87,49.71,19928.54,35222.03,10208.0,11610.03,798.92,Paper,Recycling,Compliant,53.5,98.2,2,Weekend,Q1
270,2023-02-19,Store_023,Central,4194.38,3936.58,2332.57,1769.99,267.17,47.15,25019.81,35166.41,10054.17,6670.26,2676.71,Paper,Incineration,Compliant,91.7,92.7,2,Weekend,Q1
4936,2023-02-19,Store_028,West,160.2,128.16,1814.92,1306.82,78.6,92.37,29827.08,17643.03,12358.23,7301.66,3695.31,Food,Recycling,Compliant,53.9,95.3,2,Weekend,Q1
12525,2023-02-19,Store_046,South,4134.17,1124.01,2105.4,1195.83,373.32,92.15,35435.96,37856.02,14252.22,8274.35,2779.72,Packaging,Recycling,Compliant,87.0,79.8,2,Weekend,Q1
13648,2023-02-19,Store_009,Central,2117.62,1694.096,2931.64,1236.29,150.01,26.99,39974.68,32286.1,7160.58,7369.43,3967.0,Packaging,Recycling,Partial,75.3,92.5,2,Weekend,Q1
5371,2023-02-19,Store_001,West,4351.74,124.55,2708.68,517.57,143.77,74.31,25637.39,7500.82,5363.01,1023.43,4753.27,Food,Recycling,Partial,77.7,96.9,2,Weekend,Q1
8489,2023-02-19,Store_041,West,4768.45,3889.95,2435.26,1664.53,233.17,35.48,28481.33,34273.22,834.55,7862.38,2802.36,Food,Recycling,Compliant,69.7,92.9,2,Weekend,Q1
13129,2023-02-19,Store_048,West,3931.72,3336.34,792.3,489.98,317.83,65.57,42082.34,21471.05,13687.81,10443.95,1044.07,Packaging,Landfill,Compliant,53.9,97.4,2,Weekend,Q1
12648,2023-02-19,Store_025,Central,3522.46,2917.46,588.66,1734.52,3.89,86.67,29999.72,34818.91,10126.12,4282.65,1983.63,Packaging,Composting,Compliant,52.5,94.5,2,Weekend,Q1
11608,2023-02-19,Store_026,West,3822.69,3058.152,2634.12,1872.28,277.48,84.08,14046.21,28999.5,13841.19,2765.35,4846.04,Packaging,Recycling,Compliant,69.0,81.7,2,Weekend,Q1
4866,2023-02-19,Store_016,North,2253.89,1803.112,1714.58,1737.16,109.36,36.35,3702.33,1215.15,1903.3,4088.62,4286.92,Food,Recycling,Partial,70.7,86.0,2,Weekend,Q1
16440,2023-02-19,Store_033,East,4059.52,3305.74,1707.42,1791.34,124.21,34.74,24141.28,23117.0,2525.06,10181.35,1303.3,Packaging,Recycling,Compliant,68.1,93.8,2,Weekend,Q1
17704,2023-02-19,Store_030,North,4258.37,3406.696,258.1,314.73,209.79,79.3,16615.24,8329.77,12118.19,2912.8,268.37,Packaging,Recycling,Compliant,76.0,91.7,2,Weekend,Q1
15661,2023-02-19,Store_045,Central,2058.95,1647.1599999999999,688.57,1622.22,357.47,50.5,26309.5,3148.0,4193.51,10972.17,3505.77,Plastic,Landfill,Partial,84.7,82.8,2,Weekend,Q1
11288,2023-02-19,Store_030,East,568.07,454.4560000000001,1298.76,1263.22,299.54,35.82,47064.48,24620.83,5425.18,5942.36,1784.64,Plastic,Composting,Compliant,66.2,81.5,2,Weekend,Q1
5362,2023-02-19,Store_041,East,2518.79,1289.42,844.35,1507.14,92.54,26.05,35069.8,38751.57,9544.09,2602.09,3851.93,Packaging,Composting,Compliant,76.1,77.4,2,Weekend,Q1
6811,2023-02-19,Store_001,Central,1512.48,1209.9840000000002,1202.12,434.39,95.86,71.14,47436.46,14323.48,5347.64,7709.82,1294.96,Food,Recycling,Compliant,98.8,80.3,2,Weekend,Q1
128,2023-02-19,Store_035,West,4254.91,3690.86,1833.58,1911.31,401.29,40.47,43046.96,40010.4,7046.96,6222.64,475.23,Packaging,Composting,Non-Compliant,92.2,81.5,2,Weekend,Q1
1338,2023-02-19,Store_001,North,1348.2,1078.5600000000002,629.43,500.64,350.17,40.99,22056.03,37740.57,8672.76,7385.37,1899.17,Food,Recycling,Compliant,56.5,90.3,2,Weekend,Q1
13875,2023-02-19,Store_038,North,3209.98,294.15,170.17,1811.94,99.16,69.27,48485.01,20975.88,12617.14,5591.82,234.89,Paper,Recycling,Partial,73.2,97.3,2,Weekend,Q1
10661,2023-02-19,Store_004,North,3073.81,859.16,2164.61,323.04,216.4,78.41,38558.95,29968.7,6981.13,7855.8,2243.73,Packaging,Landfill,Compliant,83.8,95.4,2,Weekend,Q1
19157,2023-02-19,Store_006,North,2755.39,2204.312,1481.02,19.08,45.93,46.27,35308.81,40451.2,14918.4,731.67,3482.19,Food,Composting,Non-Compliant,57.1,77.3,2,Weekend,Q1
19504,2023-02-19,Store_039,North,3735.02,2044.31,900.57,191.12,313.4,38.4,7706.08,40782.3,5015.01,928.69,4886.8,Food,Recycling,Compliant,55.5,84.8,2,Weekend,Q1
343,2023-02-19,Store_034,South,2424.53,1939.6240000000003,2960.18,697.01,149.05,66.16,33943.29,20814.8,8416.92,763.79,781.77,Food,Composting,Compliant,95.4,96.5,2,Weekend,Q1
14164,2023-02-19,Store_039,Central,3113.68,1402.42,2548.12,1928.14,18.7,52.29,42474.25,21346.46,5567.39,2807.57,2702.44,Paper,Recycling,Partial,52.0,86.8,2,Weekend,Q1
9002,2023-02-19,Store_026,South,4434.16,1421.89,88.51,1379.85,254.0,74.45,28041.58,3637.06,3774.94,2388.46,2752.32,Food,Incineration,Compliant,85.6,84.1,2,Weekend,Q1
6274,2023-02-19,Store_026,South,3285.02,2628.016,2450.47,618.33,326.24,61.93,13290.69,22088.33,4758.15,6067.8,2302.88,Plastic,Recycling,Compliant,72.8,85.4,2,Weekend,Q1
4695,2023-02-19,Store_019,North,4287.38,3122.11,2841.56,1463.2,474.73,47.37,39213.01,23802.99,5861.02,1688.05,1790.19,Packaging,Composting,Compliant,98.8,91.0,2,Weekend,Q1
19719,2023-02-19,Store_012,Central,1571.23,1256.9840000000002,2411.68,532.68,148.91,38.53,5184.11,27883.1,4220.46,5862.87,4617.78,Plastic,Recycling,Compliant,94.7,88.9,2,Weekend,Q1
18989,2023-02-19,Store_039,East,4043.66,3234.928,1419.16,497.65,278.65,70.43,39650.35,14705.17,4547.09,3586.19,1111.19,Food,Composting,Compliant,85.2,85.6,2,Weekend,Q1
2417,2023-02-19,Store_024,South,777.48,621.984,2688.59,413.62,408.84,67.64,42119.7,8386.82,13802.58,10602.61,4913.62,Paper,Recycling,Partial,98.3,78.5,2,Weekend,Q1
4680,2023-02-19,Store_011,East,1400.86,1120.6879999999999,2945.89,1779.17,189.31,63.35,10489.67,11090.32,14804.28,3072.02,4841.9,Packaging,Composting,Compliant,79.1,87.2,2,Weekend,Q1
5447,2023-02-19,Store_039,East,942.04,753.6320000000001,393.1,510.57,20.84,36.77,25770.56,25296.95,12053.2,8775.6,3273.75,Packaging,Recycling,Compliant,82.0,82.7,2,Weekend,Q1
3793,2023-02-19,Store_034,East,3000.75,364.66,1015.73,1906.46,114.31,39.56,48619.22,42325.1,14997.44,1315.75,2394.58,Paper,Recycling,Compliant,96.2,87.6,2,Weekend,Q1
16892,2023-02-19,Store_030,East,306.7,245.36,1438.98,695.79,9.02,76.83,48634.85,7582.94,5352.16,4129.22,636.12,Paper,Composting,Compliant,57.6,82.8,2,Weekend,Q1
7541,2023-02-19,Store_034,Central,4725.35,2929.61,2327.17,1780.27,262.71,61.89,12179.88,38985.34,10310.92,7779.03,4189.33,Food,Composting,Compliant,72.4,86.6,2,Weekend,Q1
3096,2023-02-19,Store_046,East,326.72,261.37600000000003,1907.46,664.13,218.21,62.13,33265.43,28852.6,1601.29,6208.68,3547.24,Packaging,Landfill,Compliant,54.4,75.8,2,Weekend,Q1
7592,2023-02-19,Store_017,West,2618.95,813.01,2139.35,1388.52,237.23,37.38,2170.83,12982.06,2002.02,9231.78,1179.67,Packaging,Composting,Compliant,80.8,79.5,2,Weekend,Q1
1807,2023-02-19,Store_030,South,1730.79,1384.632,1967.3,220.38,478.0,59.18,46096.66,31291.99,14080.28,6361.0,1977.65,Paper,Recycling,Compliant,55.1,84.9,2,Weekend,Q1
18421,2023-02-19,Store_031,East,2445.41,1956.328,559.49,101.85,498.24,23.03,1550.25,16033.39,9678.57,6978.31,294.32,Food,Recycling,Non-Compliant,74.5,91.6,2,Weekend,Q1
3290,2023-02-19,Store_004,West,230.68,184.544,1328.6,1404.58,158.07,49.66,25757.72,30400.34,7226.89,308.74,4118.29,Paper,Composting,Non-Compliant,63.9,91.9,2,Weekend,Q1
16895,2023-02-19,Store_016,West,4679.41,3550.1,569.28,734.43,241.77,31.53,18082.13,35800.19,1395.45,6863.18,1402.68,Food,Incineration,Compliant,79.7,85.5,2,Weekend,Q1
261,2023-02-19,Store_040,East,1403.18,918.0,2932.34,410.96,55.25,40.69,44608.33,19950.79,9237.4,2711.9,3221.92,Food,Recycling,Compliant,67.1,90.0,2,Weekend,Q1
13373,2023-02-19,Store_010,East,2998.73,1905.96,892.44,1568.15,241.48,64.26,46372.31,31161.49,2750.08,8582.7,356.97,Paper,Recycling,Partial,90.7,84.8,2,Weekend,Q1
2691,2023-02-19,Store_016,North,3097.94,886.54,1121.95,1245.63,120.67,58.85,1477.14,8330.33,2610.72,5139.16,3511.03,Packaging,Landfill,Compliant,76.7,90.6,2,Weekend,Q1
14310,2023-02-19,Store_014,West,2018.24,1614.592,532.77,1893.67,443.44,78.94,11070.96,1197.39,10849.72,960.46,1604.38,Packaging,Recycling,Compliant,84.9,80.8,2,Weekend,Q1
16222,2023-02-19,Store_001,South,1134.67,907.7360000000001,2410.72,1411.81,205.11,57.2,22254.58,14628.48,10337.54,4694.61,1090.67,Plastic,Recycling,Compliant,62.0,90.6,2,Weekend,Q1
15295,2023-02-19,Store_003,North,862.66,690.128,1935.07,1119.97,110.88,36.38,9877.06,21964.5,3369.13,11390.83,4941.4,Packaging,Recycling,Compliant,92.1,82.3,2,Weekend,Q1
2391,2023-02-20,Store_007,East,1299.43,1039.544,2119.09,1035.66,476.2,34.4,2179.46,9505.16,10120.51,721.49,3548.86,Packaging,Recycling,Compliant,70.9,92.8,2,Weekday,Q1
1075,2023-02-20,Store_009,West,3365.08,54.69,2044.78,983.41,69.01,46.58,25593.73,4159.8,3225.51,5454.67,4191.22,Packaging,Recycling,Compliant,75.6,93.6,2,Weekday,Q1
14045,2023-02-20,Store_050,South,3887.95,2989.88,1818.59,724.98,351.78,59.28,38496.33,20608.12,5983.63,6968.1,1049.95,Packaging,Recycling,Compliant,67.8,86.3,2,Weekday,Q1
2908,2023-02-20,Store_018,South,3481.55,3198.16,963.03,831.95,362.7,22.42,48584.83,4206.35,574.61,4694.86,590.34,Plastic,Incineration,Non-Compliant,68.5,91.4,2,Weekday,Q1
12839,2023-02-20,Store_040,South,1598.46,1278.768,2147.13,1879.35,155.17,47.61,46401.6,9218.64,8613.98,7332.03,2533.21,Packaging,Landfill,Compliant,66.1,84.9,2,Weekday,Q1
5418,2023-02-20,Store_026,West,1851.04,1480.832,2379.91,282.86,183.63,25.78,25577.15,12067.79,10208.08,1775.89,1257.99,Packaging,Recycling,Compliant,77.7,77.4,2,Weekday,Q1
15948,2023-02-20,Store_044,South,4122.23,1542.41,135.39,819.6,163.54,85.22,25471.73,36707.39,3884.88,11663.23,4817.25,Plastic,Incineration,Compliant,96.7,75.9,2,Weekday,Q1
15180,2023-02-20,Store_044,West,4999.01,4200.91,316.43,1379.8,294.96,84.82,11719.6,44935.82,11808.28,3479.26,1663.9,Packaging,Recycling,Compliant,65.6,91.1,2,Weekday,Q1
8862,2023-02-20,Store_013,East,4424.8,3633.98,8.26,210.08,355.34,74.63,44400.24,5691.95,3406.86,11969.28,1655.58,Packaging,Incineration,Compliant,66.3,93.3,2,Weekday,Q1
17370,2023-02-20,Store_034,Central,4822.1,1894.07,739.67,156.81,278.61,27.19,1903.42,32083.68,3655.18,5765.25,3198.08,Packaging,Recycling,Compliant,58.2,83.7,2,Weekday,Q1
12930,2023-02-20,Store_027,East,3481.9,338.14,2447.42,380.27,117.14,52.3,2833.04,13948.01,6198.95,5193.45,2191.75,Food,Incineration,Compliant,74.5,90.7,2,Weekday,Q1
11246,2023-02-20,Store_027,West,1959.56,1567.6480000000001,1701.42,1639.95,210.44,48.91,31608.41,14660.19,8586.86,8415.03,2727.21,Packaging,Recycling,Non-Compliant,77.9,85.3,2,Weekday,Q1
8265,2023-02-20,Store_048,East,2940.73,925.2,930.2,1043.27,367.85,55.98,11623.0,6440.66,6731.9,3389.91,4811.65,Packaging,Incineration,Partial,64.7,97.7,2,Weekday,Q1
7877,2023-02-20,Store_010,West,3929.75,3085.4,492.44,721.06,282.57,83.92,46159.39,9722.07,12250.92,3093.58,4049.71,Paper,Incineration,Compliant,68.3,93.7,2,Weekday,Q1
8857,2023-02-20,Store_020,East,3851.18,1361.87,2472.84,922.49,436.47,21.54,4987.35,9666.18,6323.87,6387.58,4485.07,Packaging,Recycling,Compliant,74.0,96.0,2,Weekday,Q1
1867,2023-02-20,Store_011,West,2771.4,2607.44,2595.28,157.9,155.17,42.2,14979.33,2091.79,3462.0,4311.57,3711.47,Paper,Recycling,Partial,73.3,98.0,2,Weekday,Q1
2268,2023-02-20,Store_011,East,3790.68,939.36,371.69,968.54,433.91,28.94,27108.27,27851.02,8964.52,9027.33,1982.99,Plastic,Recycling,Partial,71.7,93.6,2,Weekday,Q1
18312,2023-02-20,Store_044,Central,3199.58,2559.664,1094.88,1968.46,117.63,78.73,3260.99,37911.42,4654.73,3203.14,1346.82,Food,Landfill,Non-Compliant,63.5,91.3,2,Weekday,Q1
