Record_ID,Date,Store_Location,Region,Board_Size,Board_Independence_%,Women_on_Board_%,Executive_Diversity_%,Avg_Board_Tenure_years,Ethics_Training_Completion_%,Ethics_Violations_Reported,Corruption_Incidents,Whistleblower_Reports,Code_of_Conduct_Violations,Internal_Audit_Findings,External_Audit_Findings,Compliance_Violations,Regulatory_Penalties_usd,Risk_Management_Score,Data_Breach_Incidents,Privacy_Violation_Reports,GDPR_Compliance_%,Data_Protection_Score,Cybersecurity_Investment_usd,Governance_Category,Policy_Status,Compliance_Status,Performance_Score,Data_Quality_Score,Month,Day_Type,Quarter
19846,2023-03-03,Store_027,West,14,47.93,39.14,50.56,1.1,81.69,0,1,5,1,14,1,3,7383,82.0,1,3,82.22,66.0,143100,Audit,Implemented,Non-Compliant,72.5,93.8,3,Weekday,Q1
15544,2023-03-03,Store_031,West,11,77.06,49.11,49.96,9.7,79.06,7,1,6,1,7,2,3,15824,55.9,2,1,90.98,95.1,144318,Ethics,Under Review,Compliant,73.8,98.6,3,Weekday,Q1
5159,2023-03-03,Store_025,East,7,89.78,28.45,40.24,1.8,80.82,5,3,5,0,9,2,4,86414,42.9,2,1,73.84,86.9,87653,Ethics,Implemented,Compliant,99.3,78.7,3,Weekday,Q1
9672,2023-03-03,Store_003,Central,13,87.33,13.19,15.99,4.9,71.33,5,3,1,0,5,2,3,29547,85.1,1,4,82.98,53.4,239569,Audit,Implemented,Non-Compliant,58.7,77.2,3,Weekday,Q1
1212,2023-03-03,Store_046,South,5,96.34,31.96,55.67,14.1,70.69,3,1,2,3,10,7,2,50575,89.6,1,2,79.08,77.5,419904,Board,Implemented,Compliant,64.6,95.7,3,Weekday,Q1
13212,2023-03-03,Store_043,West,9,75.52,13.68,21.25,8.6,79.24,5,3,2,0,6,7,7,26292,83.6,1,1,72.59,68.5,399755,Board,Under Review,Compliant,94.8,93.5,3,Weekday,Q1
2316,2023-03-03,Store_008,West,5,87.4,9.73,24.24,4.8,70.68,7,4,3,4,6,7,6,39489,93.9,1,3,95.47,60.4,61495,Ethics,Implemented,Compliant,94.2,96.8,3,Weekday,Q1
5810,2023-03-03,Store_049,North,11,48.77,9.57,45.13,6.5,90.67,1,1,4,4,3,3,0,93028,70.9,1,1,77.74,79.4,429253,Board,Pending,Compliant,68.1,91.0,3,Weekday,Q1
17501,2023-03-03,Store_009,West,7,50.24,23.63,52.43,11.7,89.04,4,3,1,1,13,4,2,1303,45.3,2,3,91.22,70.4,317245,Audit,Pending,Compliant,88.9,98.6,3,Weekday,Q1
4470,2023-03-03,Store_033,Central,6,54.99,37.04,30.52,9.6,91.24,4,1,3,0,7,4,1,44674,77.9,1,1,75.56,75.6,359472,Audit,Implemented,Compliant,86.2,95.9,3,Weekday,Q1
14382,2023-03-03,Store_025,Central,10,84.11,29.17,34.94,1.2,86.13,3,1,7,4,5,5,2,91870,60.6,1,2,98.22,61.7,223051,Audit,Implemented,Compliant,81.2,81.5,3,Weekday,Q1
5260,2023-03-03,Store_027,Central,7,53.99,46.44,50.24,9.1,85.16,7,3,3,0,11,5,0,6165,77.8,2,4,78.99,80.6,283525,Ethics,Under Review,Compliant,70.9,84.9,3,Weekday,Q1
17260,2023-03-05,Store_034,South,10,83.45,17.51,57.94,3.2,73.97,1,0,3,0,13,4,0,26387,72.1,1,0,82.75,50.8,369532,Audit,Implemented,Compliant,88.4,78.5,3,Weekend,Q1
14212,2023-03-05,Store_015,West,9,92.16,34.87,48.54,12.1,77.28,0,4,3,4,4,4,0,43394,48.8,1,4,73.07,57.1,496153,Privacy,Under Review,Compliant,87.4,77.2,3,Weekend,Q1
2748,2023-03-05,Store_036,East,10,51.72,11.37,27.43,4.9,91.28,1,2,7,5,8,5,7,63672,68.1,0,2,75.58,73.8,273623,Privacy,Implemented,Partial,52.0,84.8,3,Weekend,Q1
2617,2023-03-05,Store_038,Central,14,41.55,41.41,54.6,4.4,84.95,2,1,0,5,14,8,4,44533,95.5,0,4,87.05,89.1,474038,Board,Implemented,Compliant,62.9,77.1,3,Weekend,Q1
7975,2023-03-05,Store_005,Central,9,60.58,15.61,43.51,4.0,98.82,1,1,2,2,5,6,1,45140,72.0,2,0,86.19,61.0,378165,Audit,Implemented,Compliant,58.9,76.5,3,Weekend,Q1
5070,2023-03-05,Store_023,North,8,92.18,2.14,29.8,2.6,92.67,6,4,0,5,7,2,2,6530,68.1,0,3,90.92,94.1,76298,Board,Under Review,Compliant,84.0,78.7,3,Weekend,Q1
13742,2023-03-05,Store_016,Central,11,80.87,17.01,59.27,1.3,72.89,8,2,4,2,13,2,2,25295,71.5,1,1,79.42,97.6,287158,Ethics,Pending,Compliant,79.5,80.1,3,Weekend,Q1
16079,2023-03-05,Store_022,North,14,60.14,0.56,20.54,4.6,75.76,6,2,3,4,11,6,6,20699,90.3,1,2,89.22,92.5,156127,Risk,Implemented,Partial,95.4,76.5,3,Weekend,Q1
16703,2023-03-05,Store_026,Central,11,91.39,36.76,58.53,3.1,74.99,8,3,7,2,11,4,5,6108,95.4,2,4,94.48,93.6,407861,Audit,Under Review,Compliant,81.7,83.0,3,Weekend,Q1
18083,2023-03-05,Store_025,South,10,98.61,8.87,34.94,12.1,98.61,9,1,6,3,0,7,5,92880,81.8,1,2,92.74,83.3,211540,Board,Implemented,Compliant,86.2,90.0,3,Weekend,Q1
2334,2023-03-05,Store_030,Central,8,96.77,31.9,10.35,11.4,97.63,1,3,2,2,1,2,3,49097,80.6,0,4,73.22,66.3,48598,Ethics,Implemented,Compliant,65.1,82.5,3,Weekend,Q1
13268,2023-03-05,Store_021,Central,11,69.3,31.81,56.46,1.9,94.88,4,4,5,1,10,3,6,92490,62.5,1,0,82.08,88.7,36458,Risk,Implemented,Compliant,79.4,89.2,3,Weekend,Q1
19917,2023-03-05,Store_012,South,11,55.73,3.98,16.83,11.6,79.53,4,3,7,3,7,4,2,80095,64.1,2,2,93.09,68.7,423728,Board,Implemented,Compliant,66.0,79.6,3,Weekend,Q1
13312,2023-03-05,Store_013,North,8,32.17,3.67,10.92,7.7,74.53,1,1,1,3,14,3,6,31828,86.3,2,0,84.44,99.2,286599,Audit,Implemented,Compliant,87.8,91.4,3,Weekend,Q1
6855,2023-03-05,Store_001,West,6,33.2,38.39,40.17,10.0,87.4,3,0,7,3,0,3,7,95860,46.0,0,2,86.46,63.3,410997,Ethics,Implemented,Compliant,69.9,99.0,3,Weekend,Q1
12242,2023-03-05,Store_025,East,5,75.0,10.02,22.19,9.0,89.43,8,2,2,3,14,7,0,67471,76.7,2,1,90.68,84.5,359707,Board,Implemented,Compliant,78.4,99.8,3,Weekend,Q1
27,2023-03-05,Store_035,East,13,46.03,3.79,37.12,7.7,80.89,9,0,4,3,3,2,7,28722,70.2,1,0,73.89,83.5,272151,Ethics,Under Review,Compliant,62.4,76.2,3,Weekend,Q1
6376,2023-03-05,Store_027,East,10,84.04,17.16,29.78,5.8,76.85,1,4,0,3,12,3,7,17863,99.5,0,0,70.15,66.6,62282,Audit,Implemented,Compliant,90.2,77.4,3,Weekend,Q1
5101,2023-03-05,Store_043,North,11,67.76,2.09,35.03,9.8,79.91,7,0,4,2,14,5,0,99539,93.0,0,4,92.39,65.9,245801,Board,Implemented,Partial,83.2,95.6,3,Weekend,Q1
14911,2023-03-05,Store_034,West,10,51.12,15.1,32.04,8.7,79.99,7,0,3,3,3,3,3,31181,88.9,2,1,84.27,94.5,286891,Board,Implemented,Partial,70.6,90.7,3,Weekend,Q1
4040,2023-03-05,Store_013,North,8,90.36,36.39,22.39,4.7,93.33,4,3,4,5,13,1,3,16294,81.7,0,0,81.82,51.9,369824,Risk,Implemented,Compliant,80.5,98.3,3,Weekend,Q1
15287,2023-03-05,Store_039,East,11,46.71,47.8,14.48,13.8,93.88,6,4,4,2,6,5,0,28489,67.6,0,2,98.86,51.9,242080,Ethics,Implemented,Partial,99.1,85.3,3,Weekend,Q1
7056,2023-03-05,Store_021,West,12,94.38,22.29,13.53,14.4,77.25,9,4,7,4,5,6,0,35682,62.8,1,1,75.33,61.9,234127,Ethics,Implemented,Compliant,66.4,95.5,3,Weekend,Q1
14941,2023-03-05,Store_025,West,12,90.7,41.45,46.51,11.5,90.34,9,0,4,4,14,3,6,3600,59.2,1,0,88.19,70.6,417876,Audit,Implemented,Compliant,76.5,94.9,3,Weekend,Q1
17486,2023-03-05,Store_007,North,8,48.12,18.05,12.36,7.6,79.26,5,2,1,5,10,3,3,63089,67.6,2,0,91.85,83.9,60056,Ethics,Implemented,Partial,91.9,86.9,3,Weekend,Q1
4433,2023-03-05,Store_022,East,9,73.96,2.86,38.12,14.4,83.12,7,0,6,2,9,5,6,57378,86.2,0,4,72.91,98.8,422423,Privacy,Implemented,Compliant,89.9,94.1,3,Weekend,Q1
7926,2023-03-05,Store_039,Central,12,88.81,36.52,48.1,6.6,86.65,1,2,3,2,10,5,0,27089,44.3,2,3,91.15,75.4,219943,Board,Implemented,Partial,91.2,76.3,3,Weekend,Q1
9097,2023-03-05,Store_008,Central,14,40.4,48.14,27.19,1.2,94.88,7,0,5,0,10,5,7,97345,57.3,0,4,96.39,91.9,41862,Audit,Implemented,Compliant,51.8,83.5,3,Weekend,Q1
6475,2023-03-05,Store_015,East,13,37.13,11.97,51.68,13.6,73.13,5,3,4,5,11,8,3,70364,45.8,1,2,95.84,95.6,152693,Board,Implemented,Compliant,73.1,90.5,3,Weekend,Q1
777,2023-03-05,Store_016,North,13,93.14,28.52,39.14,3.8,83.97,1,0,2,0,11,6,7,24679,79.2,0,2,71.72,85.8,223456,Audit,Under Review,Compliant,82.7,92.8,3,Weekend,Q1
12351,2023-03-05,Store_016,East,14,58.53,7.54,34.22,9.1,81.94,1,0,0,0,5,0,3,51489,62.8,1,2,92.82,77.9,310747,Risk,Implemented,Partial,77.1,84.0,3,Weekend,Q1
12990,2023-03-05,Store_025,North,13,42.01,44.08,33.49,10.1,83.26,4,2,7,2,12,5,1,52503,57.8,2,0,78.21,51.4,275217,Audit,Pending,Compliant,55.1,88.8,3,Weekend,Q1
17673,2023-03-05,Store_026,South,5,33.13,48.95,41.29,12.0,93.31,4,2,7,1,9,4,7,33512,41.2,2,0,99.87,76.7,468228,Ethics,Under Review,Compliant,88.9,96.8,3,Weekend,Q1
6171,2023-03-05,Store_013,Central,10,93.56,10.6,36.74,10.5,94.69,7,4,4,5,4,2,6,93776,48.8,1,0,70.88,76.4,378099,Ethics,Under Review,Compliant,94.1,95.3,3,Weekend,Q1
12305,2023-03-05,Store_005,West,8,51.74,46.75,26.92,4.9,97.32,8,1,3,4,6,9,0,59731,56.3,2,3,87.91,91.0,227162,Ethics,Implemented,Compliant,83.1,95.2,3,Weekend,Q1
9214,2023-03-05,Store_033,South,8,50.57,25.59,38.69,14.4,79.44,6,3,3,1,5,1,4,16720,69.6,0,1,98.35,86.6,314360,Audit,Implemented,Compliant,97.5,89.6,3,Weekend,Q1
4746,2023-03-05,Store_050,West,8,34.38,13.82,54.76,8.2,96.68,5,3,6,5,0,0,7,68403,92.7,1,1,81.11,94.2,167485,Privacy,Implemented,Partial,71.2,82.5,3,Weekend,Q1
13930,2023-03-05,Store_035,South,10,66.34,47.23,16.85,2.3,73.73,2,2,6,4,1,7,5,95727,43.9,0,2,74.34,69.9,28833,Ethics,Implemented,Compliant,91.6,90.2,3,Weekend,Q1
16140,2023-03-05,Store_003,South,8,85.67,20.2,15.33,11.5,95.26,1,4,5,1,9,1,5,29006,76.2,1,1,91.28,83.6,176799,Board,Implemented,Compliant,96.7,78.6,3,Weekend,Q1
10733,2023-03-05,Store_012,East,12,71.09,41.2,54.03,11.2,70.37,9,2,3,3,10,0,5,72726,42.7,2,4,94.14,70.8,240958,Audit,Implemented,Compliant,97.4,89.6,3,Weekend,Q1
11047,2023-03-05,Store_011,East,12,86.93,22.75,27.99,9.7,98.14,2,4,2,4,11,5,0,20668,49.2,1,1,91.23,79.0,242877,Board,Implemented,Compliant,96.3,92.4,3,Weekend,Q1
4130,2023-03-05,Store_049,Central,12,84.42,18.87,56.64,3.4,71.58,2,1,1,0,2,9,5,86698,79.3,1,1,71.8,81.9,454315,Audit,Under Review,Compliant,86.8,99.7,3,Weekend,Q1
16937,2023-03-05,Store_005,South,9,84.43,36.55,41.63,5.8,88.46,8,4,4,5,1,8,6,19222,51.8,0,4,89.56,83.2,335523,Board,Implemented,Compliant,69.3,77.2,3,Weekend,Q1
9923,2023-03-05,Store_043,South,9,53.24,19.91,56.33,10.0,73.84,1,2,0,5,6,8,4,23351,88.1,2,3,98.82,96.9,140131,Ethics,Implemented,Compliant,57.0,96.0,3,Weekend,Q1
18747,2023-03-05,Store_035,North,8,44.23,47.49,56.84,4.9,79.42,8,4,1,3,0,8,6,33393,64.9,0,4,76.61,59.3,247734,Board,Implemented,Compliant,89.1,85.8,3,Weekend,Q1
13347,2023-03-05,Store_034,Central,13,97.61,41.42,11.31,6.5,92.91,7,2,5,2,8,5,7,10384,93.4,2,2,86.0,95.9,444240,Risk,Implemented,Non-Compliant,91.9,98.3,3,Weekend,Q1
19693,2023-03-05,Store_050,North,7,41.57,33.7,31.18,4.1,73.89,3,2,6,5,13,6,4,35937,73.6,0,0,73.62,87.1,468440,Audit,Under Review,Compliant,62.4,92.6,3,Weekend,Q1
1507,2023-03-05,Store_002,West,7,85.64,49.61,15.23,6.1,76.18,8,4,1,2,12,1,2,44218,54.7,1,4,88.92,73.1,81215,Privacy,Under Review,Compliant,99.6,90.5,3,Weekend,Q1
663,2023-03-05,Store_029,Central,7,85.52,48.71,28.62,2.4,91.78,2,0,0,5,10,0,2,19447,98.7,1,2,88.9,94.1,251799,Audit,Under Review,Compliant,55.3,81.1,3,Weekend,Q1
2662,2023-03-06,Store_048,East,9,94.08,44.72,31.59,13.2,98.32,2,1,5,0,5,1,7,28465,74.9,0,2,95.94,55.6,347025,Risk,Implemented,Non-Compliant,78.5,78.8,3,Weekday,Q1
2164,2023-03-06,Store_009,Central,9,89.12,12.11,38.81,9.6,90.21,1,4,1,4,14,0,7,40537,96.7,0,2,78.15,71.0,224668,Risk,Under Review,Partial,85.9,77.8,3,Weekday,Q1
2726,2023-03-06,Store_037,Central,13,56.86,46.44,52.08,8.2,85.86,0,2,0,1,1,2,7,71805,86.6,1,2,89.01,97.3,403392,Audit,Under Review,Compliant,95.6,75.4,3,Weekday,Q1
5128,2023-03-06,Store_005,South,11,66.59,10.27,50.86,8.9,79.38,4,2,5,4,7,0,0,7260,59.0,1,3,81.8,66.9,344930,Board,Implemented,Compliant,71.0,90.8,3,Weekday,Q1
17295,2023-03-06,Store_010,Central,13,78.13,38.54,24.74,2.5,95.29,6,4,2,1,10,1,1,80496,69.7,2,0,86.37,71.3,131653,Risk,Implemented,Compliant,51.7,81.8,3,Weekday,Q1
14851,2023-03-06,Store_039,North,11,77.55,1.77,16.71,9.8,77.71,1,3,5,4,13,4,5,92808,58.8,2,0,90.52,84.1,113230,Board,Implemented,Compliant,82.8,85.9,3,Weekday,Q1
1913,2023-03-06,Store_009,North,11,76.99,47.86,40.13,6.4,85.65,1,0,0,5,9,7,3,85053,87.3,2,0,73.78,68.1,290714,Risk,Implemented,Compliant,84.5,81.9,3,Weekday,Q1
14047,2023-03-06,Store_005,West,10,89.55,48.08,22.85,5.0,79.3,1,2,0,4,0,9,3,91701,79.6,1,3,97.55,70.9,437827,Board,Implemented,Compliant,76.1,77.0,3,Weekday,Q1
8303,2023-03-06,Store_009,Central,12,41.24,15.06,23.58,10.7,90.72,6,4,6,1,14,2,6,16308,72.2,2,1,74.92,52.4,342932,Board,Implemented,Non-Compliant,99.2,77.9,3,Weekday,Q1
16240,2023-03-06,Store_023,Central,12,76.42,45.34,39.96,2.6,95.43,4,2,3,1,8,8,0,72204,70.7,2,2,98.92,71.3,16448,Ethics,Implemented,Compliant,97.0,76.5,3,Weekday,Q1
294,2023-03-06,Store_043,East,10,30.51,15.73,45.1,1.1,71.43,7,4,0,1,8,1,3,57913,86.2,1,3,77.37,87.1,239639,Risk,Implemented,Compliant,57.5,81.4,3,Weekday,Q1
3454,2023-03-06,Store_025,West,12,50.9,5.98,30.37,8.2,74.84,2,3,7,2,1,3,5,48147,76.4,1,3,82.29,64.2,364655,Audit,Implemented,Compliant,60.6,97.9,3,Weekday,Q1
19656,2023-03-06,Store_027,North,9,76.95,6.6,39.15,2.0,77.72,9,0,3,5,2,9,2,24355,70.4,1,3,76.17,77.7,125863,Privacy,Implemented,Compliant,76.7,82.6,3,Weekday,Q1
12675,2023-03-06,Store_044,East,14,61.67,46.62,14.95,7.0,97.36,0,4,0,2,6,6,7,29473,79.9,2,1,72.82,63.4,163498,Ethics,Pending,Compliant,64.8,96.7,3,Weekday,Q1
15197,2023-03-06,Store_013,North,8,66.13,12.37,30.61,11.7,82.67,7,3,0,3,10,1,1,99014,48.8,0,0,98.52,84.3,402921,Risk,Implemented,Non-Compliant,83.6,87.3,3,Weekday,Q1
17960,2023-03-06,Store_044,West,12,60.32,30.33,35.74,12.4,77.46,3,1,3,0,0,1,2,20974,92.5,1,2,91.46,85.0,109556,Audit,Implemented,Partial,75.2,84.2,3,Weekday,Q1
5038,2023-03-06,Store_030,Central,5,38.74,23.55,26.79,5.8,83.66,5,1,3,1,5,1,3,5152,80.6,0,3,76.03,97.4,212056,Board,Implemented,Compliant,80.3,85.6,3,Weekday,Q1
2550,2023-03-06,Store_009,East,9,96.83,44.86,39.24,10.6,83.6,5,2,1,2,1,8,3,68395,68.3,1,0,79.52,84.0,386470,Board,Implemented,Compliant,56.7,87.5,3,Weekday,Q1
6595,2023-03-06,Store_036,East,8,67.35,26.28,10.82,1.7,96.21,9,2,3,1,2,2,5,98190,66.9,2,0,87.19,78.1,425875,Ethics,Implemented,Compliant,81.5,89.0,3,Weekday,Q1
2418,2023-03-06,Store_001,Central,10,69.99,28.43,47.74,9.7,92.05,6,4,7,4,5,8,6,64293,87.3,0,4,84.95,59.3,127541,Audit,Implemented,Partial,92.9,95.9,3,Weekday,Q1
1232,2023-03-06,Store_009,Central,7,77.65,23.38,50.03,3.0,72.72,8,4,3,1,7,1,5,62780,75.9,0,1,90.87,79.1,102989,Risk,Implemented,Compliant,84.6,77.2,3,Weekday,Q1
15702,2023-03-06,Store_004,West,13,45.2,37.73,10.57,2.9,90.27,9,1,0,3,2,1,1,85088,64.2,0,0,72.7,92.1,181144,Ethics,Implemented,Compliant,99.3,82.0,3,Weekday,Q1
19614,2023-03-06,Store_011,South,11,34.13,38.32,17.67,7.1,97.0,2,4,1,0,5,2,4,97929,61.2,0,3,96.04,63.9,264443,Ethics,Implemented,Compliant,80.8,78.2,3,Weekday,Q1
15701,2023-03-06,Store_010,South,10,33.84,36.86,46.7,2.2,80.74,5,3,1,4,11,0,7,5898,93.5,2,1,91.3,81.7,105417,Audit,Implemented,Compliant,54.6,85.4,3,Weekday,Q1
6554,2023-03-06,Store_024,North,7,66.55,34.42,36.89,2.5,95.73,2,0,1,4,7,3,6,72934,92.2,1,3,88.25,59.3,108919,Audit,Implemented,Compliant,97.6,85.2,3,Weekday,Q1
17265,2023-03-06,Store_034,North,14,82.33,29.2,45.29,1.6,80.37,9,0,5,3,4,9,1,65820,47.7,0,2,76.31,87.0,354855,Privacy,Under Review,Compliant,71.8,91.6,3,Weekday,Q1
11645,2023-03-06,Store_034,South,10,84.25,18.04,17.02,1.4,90.0,0,2,6,0,5,3,6,60333,98.2,1,3,80.81,69.9,61513,Risk,Implemented,Compliant,73.7,81.3,3,Weekday,Q1
2509,2023-03-06,Store_027,East,5,86.43,6.75,21.1,2.1,73.76,1,0,4,2,4,4,3,84531,59.1,0,4,71.35,58.9,337338,Risk,Implemented,Compliant,73.2,98.4,3,Weekday,Q1
18860,2023-03-06,Store_001,Central,5,65.4,39.65,45.21,5.3,91.03,7,3,5,2,10,3,5,40976,60.4,1,1,80.3,96.7,366084,Audit,Implemented,Compliant,87.3,83.9,3,Weekday,Q1
5026,2023-03-06,Store_006,West,8,94.16,40.95,46.45,10.0,99.58,0,4,2,2,13,2,3,38782,95.1,0,4,99.34,97.0,74706,Risk,Implemented,Partial,65.0,86.5,3,Weekday,Q1
18582,2023-03-06,Store_027,East,11,73.19,0.66,23.44,1.8,92.97,1,2,4,5,14,0,5,50174,65.2,2,4,75.8,81.5,322155,Board,Implemented,Compliant,78.0,100.0,3,Weekday,Q1
5289,2023-03-06,Store_021,East,13,48.24,7.5,35.9,6.5,92.02,6,4,0,4,6,3,1,48924,74.1,0,2,71.55,99.4,337725,Audit,Implemented,Compliant,97.4,75.7,3,Weekday,Q1
9569,2023-03-06,Store_015,Central,11,66.4,4.99,25.94,2.4,71.66,0,3,2,2,13,5,4,216,76.4,1,3,78.12,97.9,50177,Board,Implemented,Compliant,73.4,90.8,3,Weekday,Q1
7447,2023-03-06,Store_043,South,9,86.1,33.22,32.58,6.3,77.09,0,2,4,2,14,4,1,94013,75.1,2,2,81.98,89.8,104987,Audit,Implemented,Compliant,94.0,95.9,3,Weekday,Q1
10932,2023-03-06,Store_017,East,13,34.51,29.76,23.02,7.6,76.36,7,4,2,4,11,7,4,28619,73.8,2,0,77.39,83.8,186225,Audit,Implemented,Compliant,92.1,84.5,3,Weekday,Q1
8388,2023-03-06,Store_020,West,5,75.58,44.01,18.16,6.8,81.42,7,1,2,3,8,8,0,21719,78.7,2,4,73.04,63.1,228542,Audit,Implemented,Compliant,66.1,81.4,3,Weekday,Q1
14002,2023-03-06,Store_043,Central,9,78.65,7.16,48.67,14.4,87.32,3,0,2,4,11,4,3,55035,48.4,1,0,86.91,78.4,271233,Ethics,Implemented,Compliant,81.2,83.0,3,Weekday,Q1
9065,2023-03-06,Store_010,West,7,37.67,2.47,48.98,1.7,91.31,0,3,1,0,13,8,0,88327,56.1,1,3,84.58,61.3,20319,Audit,Implemented,Compliant,89.2,93.1,3,Weekday,Q1
8148,2023-03-06,Store_042,North,7,87.69,0.77,38.95,14.4,71.12,3,3,4,1,13,2,1,23529,69.2,0,0,77.37,64.6,260861,Board,Implemented,Compliant,57.0,97.9,3,Weekday,Q1
17387,2023-03-06,Store_015,South,11,96.41,37.37,41.45,6.2,85.06,5,1,5,2,0,6,2,96502,83.3,2,1,98.35,92.1,449373,Ethics,Implemented,Compliant,85.4,77.7,3,Weekday,Q1
15901,2023-03-06,Store_018,North,8,98.97,27.63,52.15,6.4,82.21,5,4,4,1,5,0,1,28794,48.0,2,4,71.38,72.5,424158,Audit,Under Review,Compliant,86.1,86.6,3,Weekday,Q1
14233,2023-03-06,Store_042,South,10,79.97,18.03,24.48,7.9,94.55,6,0,0,5,4,9,4,48120,72.8,2,1,85.81,51.8,328139,Board,Implemented,Compliant,73.8,86.6,3,Weekday,Q1
8253,2023-03-06,Store_004,West,10,50.7,29.18,12.47,2.9,89.28,3,0,3,2,10,2,0,63041,83.2,0,4,80.33,82.6,22492,Ethics,Pending,Compliant,65.5,99.2,3,Weekday,Q1
7857,2023-03-06,Store_047,West,14,55.7,8.87,39.39,6.5,97.83,6,3,2,4,0,2,4,12611,40.0,2,0,82.0,90.9,107636,Ethics,Pending,Non-Compliant,54.2,86.9,3,Weekday,Q1
18210,2023-03-06,Store_018,West,8,77.32,21.78,22.12,12.2,70.34,1,2,7,0,7,0,2,46070,82.6,0,0,81.87,59.5,172839,Ethics,Implemented,Compliant,57.8,84.8,3,Weekday,Q1
6383,2023-03-06,Store_005,South,6,69.39,36.17,58.8,9.0,72.57,4,3,0,5,14,7,4,59801,80.4,0,0,96.54,92.7,456141,Board,Pending,Non-Compliant,76.9,99.5,3,Weekday,Q1
15157,2023-03-06,Store_021,East,6,76.33,46.84,35.92,13.9,82.98,6,3,6,1,0,9,1,46245,79.1,1,4,84.71,68.0,288051,Ethics,Implemented,Compliant,91.6,89.0,3,Weekday,Q1
4828,2023-03-06,Store_040,North,11,83.9,33.84,20.41,7.9,75.47,7,0,7,3,1,0,6,61080,45.8,1,1,95.38,71.8,319877,Ethics,Implemented,Compliant,95.4,79.6,3,Weekday,Q1
18447,2023-03-12,Store_037,Central,7,37.22,15.26,47.94,6.9,76.08,2,2,5,1,5,0,2,10400,81.6,1,2,97.19,82.7,385108,Ethics,Under Review,Compliant,57.9,94.8,3,Weekend,Q1
17128,2023-03-12,Store_025,Central,10,96.11,41.3,44.54,11.8,86.66,8,4,4,3,4,7,3,8619,62.3,0,3,96.99,71.1,310101,Risk,Implemented,Compliant,69.8,98.3,3,Weekend,Q1
11216,2023-03-12,Store_050,West,13,58.55,12.87,12.32,4.4,79.27,3,1,4,0,14,4,0,17284,93.1,1,1,92.7,61.7,384365,Audit,Implemented,Compliant,76.8,95.6,3,Weekend,Q1
2896,2023-03-12,Store_024,Central,12,62.13,14.09,17.05,1.4,86.69,2,0,7,5,10,4,4,95680,67.9,1,0,98.46,61.7,302822,Risk,Implemented,Non-Compliant,68.8,99.9,3,Weekend,Q1
672,2023-03-12,Store_050,Central,6,48.96,45.69,47.9,11.6,90.58,2,0,5,3,12,0,5,43947,80.8,0,4,77.79,74.3,493650,Risk,Implemented,Compliant,85.7,77.6,3,Weekend,Q1
8179,2023-03-12,Store_048,Central,8,75.59,6.93,54.57,7.5,92.51,9,2,2,3,11,0,4,17943,99.6,2,4,74.4,85.6,427133,Board,Under Review,Non-Compliant,67.6,84.4,3,Weekend,Q1
100,2023-03-12,Store_021,East,8,36.13,27.57,12.42,8.7,84.22,0,2,2,1,12,5,0,33261,71.2,2,2,92.55,92.4,157891,Privacy,Implemented,Compliant,88.6,87.4,3,Weekend,Q1
75,2023-03-12,Store_031,East,8,52.26,17.61,49.47,11.5,98.6,4,3,3,0,8,8,3,60690,69.2,2,2,80.11,59.1,424611,Board,Implemented,Compliant,94.3,94.4,3,Weekend,Q1
18707,2023-03-12,Store_007,West,11,96.55,15.25,40.25,8.0,75.45,7,4,2,5,2,6,4,58034,80.2,2,0,87.45,94.1,307805,Privacy,Pending,Compliant,91.6,80.2,3,Weekend,Q1
17651,2023-03-12,Store_023,Central,13,38.66,30.2,41.29,10.4,99.21,6,3,7,1,12,4,7,34407,49.9,2,4,81.99,61.6,263338,Audit,Implemented,Compliant,57.2,93.8,3,Weekend,Q1
5274,2023-03-12,Store_011,East,12,48.5,3.87,40.88,7.9,85.38,9,0,0,2,13,4,1,77955,75.7,1,2,71.64,56.1,93237,Risk,Pending,Compliant,52.5,93.2,3,Weekend,Q1
708,2023-03-12,Store_036,Central,10,71.16,33.29,41.31,4.0,86.49,6,2,7,4,13,7,2,63274,56.6,2,4,80.53,93.1,216889,Audit,Pending,Partial,77.9,78.6,3,Weekend,Q1
15452,2023-03-12,Store_038,South,7,43.84,32.28,14.34,6.4,86.79,6,3,0,2,6,3,3,90220,73.0,0,3,88.78,64.2,99457,Audit,Implemented,Compliant,58.7,89.5,3,Weekend,Q1
18491,2023-03-12,Store_014,West,5,74.95,17.05,55.69,5.7,84.8,6,3,5,2,4,0,2,76744,84.1,1,1,72.8,88.1,221777,Ethics,Under Review,Compliant,63.5,82.6,3,Weekend,Q1
17614,2023-03-12,Store_011,Central,11,79.0,16.23,45.33,11.5,77.18,0,0,5,2,12,0,1,39744,81.3,1,1,72.13,66.4,312896,Ethics,Implemented,Partial,78.4,81.0,3,Weekend,Q1
18530,2023-03-12,Store_028,East,9,62.98,12.89,52.11,11.5,93.71,0,0,1,3,8,8,3,92999,61.1,2,0,77.28,69.7,257730,Ethics,Pending,Compliant,60.4,90.6,3,Weekend,Q1
11398,2023-03-12,Store_045,Central,13,40.46,4.32,13.2,10.0,82.09,4,2,5,1,5,5,0,40227,94.0,2,0,76.92,96.2,499196,Risk,Implemented,Compliant,61.6,88.0,3,Weekend,Q1
